Review,giai_tri,luu_tru,nha_hang,an_uong,van_chuyen,mua_sam
"Không có nhà chờ máy lạnh nên hơi nóng bức.
Xe chạy đúng giờ, canh đúng thời gian để lên máy bay.
Giá ve 50k/khách, nếu đi ít 2,3 người thì ok, nếu đông người thì nên đi taxi tiện lợi hơn.",0,0,0,0,3,0
"Nghe khen nhiều mà đến ăn không ngon như vậy, Hải sản không được tươi, giá thì siêu mắc",0,0,0,0,0,0
"Cô chú vs mấy bạn bán hàng vui vẻ thân thiện, tư vấn tận tình, bạn nv đóng hàng siêu cẩn thận. đồ ngon giá cả hợp lý. Thanh toán cô còn giảm giá cho mk. 1địa chỉ uy tín để mọi ng mua quà khi đến quy nhơn
",0,0,0,0,0,5
"Âm thanh hay ấm cúng, cuộc vui luôn được tiếp diễn không đứt quảng. Phục vụ nhiệt tình chỉ cần gọi là có. Năm sao
",5,0,0,0,0,0
Pham's House là một chỗ mua đồ uống rất ngon. Hôm nay thử 1 ly trà sữa bọt biển phải nói là tuyệt vời. Bọt mặn mặn rồi trà ngọt. Tuy nhiên mình ko thích trân châu cho lắm vì nó hơi giống thạch nhưng mà uống với trà thì cũng ngon. Mình cũng ko thích khôn gian cho lắm vì hơi nhỏ nên mình hay ship hoặc take away. Ship thì nhanh. Chị chủ quán nói chuyện dễ thương nữa. Mọi người ủng hộ cho quán nha... 😗😍😍😗,0,0,0,5,0,0
Dịch vụ ngắm san hô ngay cạnh hòn sẹo thực sự giản đơn và chưa chuyên nghiệp. Sóng to không dành cho những ai dễ say sóng. Khung cảnh thiên thực sự tuyệt vời. Nước biển trong xanh nhìn tận đáy.,4,0,0,0,0,0
"Đặc biệt, khu siêu thị tầng trệt với nhiều sản phẩm tươi ngon, giá phải chăng.",0,0,0,0,0,0
"Sân bay thiết kế đẹp, thoáng mát. Các sản phẩm đặc sản địa phương đa dạng nhưng hầu hết du khách sẽ không mua đồ ở sân bay vì  giá khá cao. khu vực chờ được bố trí rất khoa học và thoải mái.",0,0,0,0,4,3
"Xe mới, máy móc chạy êm, gúa cả lại cực phải chăng! Thích nhất là vừa xuống bến xe, đi bộ vài bước là có xe máy đi ngay, sướng gì đâu! Đặc biệt là chú chủ xe rất dễ thương và nhiệt tình!!! Tốt bụng",0,0,0,0,5,0
"Kensi có nước uống ngon, thưởng thức một ly Hồng trà chanh dây thanh mát vị chua nhẹ, đánh tan nóng bức trong người. Nhân viên phục vụ lịch sự, dễ thương, bạn Bartender thì hơi nhút nhát, nhưng pha chế nước rất chăm chút.",0,0,0,5,0,0
"Mức giá của khách sạn cực kỳ tốt. Gần biển cũng như các tiện ích cần thiết. Các bạn nhân viên cực kỳ nhiệt tình, nhất là các bạn lễ tân. Đồ ăn rất ngon, đa dạng. Có nhiều view để sống ảo. Chắc chắn sẽ quay lại khách sạn.",0,5,0,5,0,0
0,0,0,0,0,0,0
"Phòng khá bé và không có cửa sổ, nên mới vào phòng sẽ cảm giác hơi ngột ngạt, nội thất cũ, cách âm kém, phòng khác nói to là có thể nghe thấy tiếng, khá ồn",0,2,0,0,0,0
"Đi du lịch cũng nhiều nơi nhưng không thấy chỗ nào cho thuê xe như này cả, anh giao cho mình 2 chiếc xe air blade loại đời mới nhất, đẹp và lành, máy ngon lành như xe nhà luôn. Tụi mình chuyển từ Quy Nhơn sang Phú Yên, đi hết các điểm du lịch của cả 2 thành phố nhưng không có chuyện gì xảy ra. Rất tuyệt vời, đánh giá 5 sao cho cửa hàng của anh ấy tuyệt đối và cảm thấy những người bạn đánh giá sẽ cho thuê xe máy tốt là vô cùng đúng.",0,0,0,0,5,0
Đi mùa vắng khách (sau dịch Covid) nên khu tập gym và bar ko hoạt động.,0,2,0,0,0,0
"Chúng tôi đã đến sân bay Hồ Chí Minh muộn vì tài xế đã đợi chúng tôi với một tấm biển - xe sạch sẽ - tài xế xuất sắc - 
chúng tôi ở trong khu phố cổ, nơi luôn khó đi lại nên điều đó thật tuyệt khi anh ấy đưa chúng tôi đến khách sạn của chúng tôi mà không có vấn đề gì",5,0,0,0,5,0
"các món ăn ở đây không có gì đặc sắc, có lẽ nấu theo kiểu nhà hàng cho khách tây, nên các món không có j đặc trưng, nhiều món nhưng tầm thường, nêm nếm rất lạt lẽo, không đúng khẩu vị Việt",0,0,1,1,0,0
"Lại kiếm ko ra quán mới để đi rồi mình phải ghé lại The Palace tea lần 3, ko lẽ tính làm fan của quán luôn nà :). Mình thích trà sữa ở đây bởi nó được làm tự nhiên hay gọi gọi là thạch nhà làm ý, ngon àm lại yên tâm nữa. Vị nó cũng khá ngon ko quá ngọt nên cũng bớt lo lắng sợ béo. Mình cũng hay theo dõi quán, tại quán cũng hay có nhiều chương trình giảm giá, nên có giảm giá là phi ngay tới liền à <3. À bạn gọi thêm topping nhé, topping ở đây ngon lắm, mỗi lần mình uống phải gọi thêm 10-15k topping nữa mới vừa lòng <3.",0,0,0,5,0,0
"Đọc mấy bài review cứ nhắc suft bar làm mình tò mò, đến lúc đặt chân đến thì ko như mong đợi. Thức uống tạm được, không gian ngoài biển mát mẻ, ngắm bãi biển cũng ổn; bàn ghế bài trí khá dễ thương. Nói chung là cũng được nhưng ko đẹp đến mức mấy bài review quảng cáo.",0,0,0,4,0,0
"Mình rất hài lòng về thái độ phục vụ của mọi người, phòng sạch đẹp, view quá tuyệt vời, giá rẻ!",0,5,0,0,0,0
"Spa chất lượng và nhiệt tình.
Nhân viên nhiệt tình, chuyên nghiệp.
Trải nghiệm tuyệt vời khi đến Quy Nhơn.",5,0,0,0,0,0
"Rộng, đẹp, sạch, văn minh, phù hợp cho chạy bộ, thể dục, đi dạo. Cv bán nhiều đồ ăn vặt nên thi thoảng có khá nhiều rác. Buổi chiều có  thể xem bóng chuyền bãi biển.
",4,0,0,0,0,0
"Buổi tối Quy Nhơn cũng đáng yêu lắm, nên mình chọn thuê xe máy dạo quanh phố phường, dạo qua một loạt các sự lựa chọn bọn mình quyết định thuê xe máy bên dịch vụ cho thuê xe máy giá rẻ - giá chỉ 120k/xe/ngày 🌼Vì đi 7 người nên mình chọn 1 homestay tên la Paradise Quy Nhơn, cách bãi biển và quảng trường khoảng 700m, , anh chị chủ nhà thiết kế các phòng đúng theo cái tên luôn ạ: ocean (4 người), Jungle (4 người) to hơn ocean chút, lotus (2 người) và dorm có thể ở dc 7,8ng nha, ở đây các cậu có thể hát hò, nấu ăn, dùng máy giặt thỏai mái 😆 (chúng mình ở 3 phòng ocean, jungle và lotus) đặt theo combo cả máy bay nữa là 3.450k/ng 🌼Ngoài homestay ra, còn rất nhiều khách sạn sát biển đường Xuân Diệu, Nguyễn Huệ, Ngô Mây, Nguyễn Nhạc... nhé: Ly Kỳ hotel, Thiên Hải 2 Hotel, Mento Hotel, 5 elements Hostel, Carisbay Hotel... 🌼 Nếu chủ yếu thời gian dành cho nghỉ dưỡng thì nên ở resort nha vì cách trung tâm khoảng hơn 8km đó: Casa Marina Resort, Crown Retreat Quy Nhơn resort, Avani Quy Nhơn resort, FLC Quy Nhơn (có bao gồm đưa khách đi Eo Gió) ...",5,5,0,0,5,0
Chú chủ khách sạn và nhân viên siêu dễ thương,0,4,0,0,0,0
Mình thích không gian ở đây. Rất thoáng và sạch sẽ. Không khí Đà Lạt mùa này rất mát mẻ.,0,4,0,0,0,0
"Phòng trang bị đẩy đủ tiện nghi. Sạch sẽ. Lễ tân nhiệt tình nhẹ nhàng thân thiện với khách hàng
",0,5,0,0,0,0
Tôi đã thuê một chiếc xe máy ở đây cho một chuyến đi trong ngày bên ngoài thành phố và nhận được dịch vụ tốt nhất mà tôi có thể yêu cầu. Hoài Bão đã rất tận tình giải thích cho tôi các loại xe máy mà anh ấy đang gặp phải và loại nào phù hợp nhất với tôi. Tôi rất vui và chắc chắn sẽ giới thiệu bạn bè thuê xe máy của anh ấy. ,0,0,0,0,5,0
"Sân vận động đã được đầu tư cải tạo lại, sân cỏ đẹp, khán đài được làm lại đẹp hơn trước rất nhiều
",5,0,0,0,0,0
"Nhân viên vui vẻ, chuyên nghiệp. Phòng tiện nghi. thiết bị mới và đẹp mắt, nhân viên phục vụ dễ thương, nhiệt tình.",0,5,0,0,0,0
"So với tầm giá thì địa điểm khá gần trung tâm rồi, tiện nghi đầy đủ. Phòng yên tĩnh, đi chơi về nghỉ ngơi tốt. Tivi các kênh hơi mờ mặc dù ko có time để xem. Nhân viên tiếp đón nhiệt tình, còn tặng quà cho bé nhà mình. Xe máy thuê đi chơi rất mới, đi rất thích. Chuyến du lịch hài lòng",0,4,0,0,0,0
"Thức ăn trung bình. Vị trí khó tìm, không chỗ đậu xe. Nhân viên phục vụ ...trung bình",0,0,0,2,0,0
"Dịch vụ tốt - lái xe trực tiếp từ khách sạn đến sân bay nhưng theo ý kiến ​​của tôi là đắt hơn (so với taxi).
 Không chênh lệch thực tế nhưng giá tăng gấp ba lần và không phải trong dịp Tết.",0,0,0,0,4,0
"Quán hải sản tươi, giá rất bình dân, nấu cũng rất ngon nữa. Highly recommended cho các bạn thích ăn hải sản tươi giá rẻ.",0,0,0,5,0,0
"Quán ốc này nổi tiếng ở Quy nhơn rồi, dân địa phương với cả khách du lịch đều đến đây ăn. Quán tầm 10 cái bàn nhỏ hà, không gian hơi chật nên bạn chịu khó tí nha, đổi lại ốc ngon lắm. Dĩa nhỏ 15k, dĩa lớn 20k, tôm tích 40k. Mình gọi mỗi thử 1 dĩa ăn thử. Ốc ở đây chế biến sẵn như ốc chảo, có người gọi là mang ra ngay nên nhanh lắm, cơ mà nóng chứ không nguội đâu nha. Món ngon nhất ở đây mình ăn là ốc len xào dừa, bao béo, nước ốc bao ngon. Ốc trộn cũng ngon không kém nha. Ngoài ra mấy loại ốc khác cũng ngon lắm, tên lạ lạ mà nhiều quá mình không nhớ nổi luôn. 4 đứa ăn quá trời gần 10 dĩa mà có 175k thôi, bao rẻ luôn mấy bạn ơi.",0,0,0,5,0,0
Nhất định sẽ trở lại Quy Nhơn thêm nhiều lần nữa và nhất định sẽ tiếp tục thuê xe máy chổ này. Xe đẹp mới và đặc biệt mũ bảo hiểm cực dễ thương và sạch sẽ,0,0,0,0,5,0
"Chỗ nghỉ sạch sẽ, phòng ốc rộng rai, đặc biệt giường đôi rất to ạ",0,4,0,0,0,0
" Tôi đã mua một nam châm. Ở phía bên kia của bãi biển, có một cửa hàng lưu niệm khác. Nó rẻ hơn 10000 so với nhân viên bán hàng, nhưng nó đắt hơn Hội An. Không có Nam châm Đà Nẵng ở Hội An.",0,0,0,0,0,0
"Thủ tục thuê xe nhanh dễ dàng. Nhân viên nhiệt tình mà giá cũng mềm. Xe đi rất êm, mình đi từ Quy Nhơn ra đến tận Tuy Hòa và quay về trong 2 ngày nhưng không gặp bất cứ trục trặc gì cả",0,0,0,0,4,0
"Đặc sản Bình Định ở đây chất lượng. cửa hàng tư vấn tận tình, sẽ quay lại một ngày gần nhất
",0,0,0,0,0,5
"Cơm Mậu 1 cái tên khá hot trong giới chụp ảnh cưới Quy Nhơn, các cặp đôi đưa nhau ghé đây để chụp những bộ ảnh cưới. Bên cạnh view đẹp với tông màu vàng hoài cổ thì quán có những món ăn rất ngon có tiếng cơm nhà. Buổi trưa với tối là lúc gia đình kéo nhau tới ăn vậy là những cặp đôi đi trể co thể ko có bàn mà ăn đâu nhan! Bù lại thức ăn ngon tuyệt thì giá cả hơi mắc nhé, giá đó phù với những vị khách du lịch muốn có bữa ăn ngon đảm bảo vệ sinh và gia đình khá giả chứ không phải thuộc loại bình dân. Nhưng dù vậy quán vẫn luôn thu hút khá là nhiều khách, chúc quán phát triển lâu dài và lâu lâu có chương trình khuyến mãi :))",0,0,0,5,0,0
Khách sạn nên lưu ý kiểm tra các ngăn tủ khi vệ sinh phòng/ khách trả phòng. Khi mình kiểm tra ngăn tủ trong phòng thì thấy quần áo của khách trước còn trong ngăn tủ.,0,2,0,0,0,0
"Khác sạn ở vị trí thuận tiện, ngay gần bãi biển, đi khoảng 5 phút là ra đến biển, gần Sailing Club, Vincom Mall.",0,0,0,0,0,0
"Trà sữa, trà đào thơm, ngon, thạch ăn rất vừa mềm vừa miệng, bánh su nho nhỏ xinh xinh ăn rất dễ thương, vừa mềm ngọt, béo vừa phải, tan trong miệng, bánh crep cũng thơm nữa, huhu! Phong cách phục vụ rất nhiệt tình, mình đang vội nhưng các em rất nhanh nhẹn, vui vẻ. Rất rất rất vừa lòng. Lần sau sẽ ủng hộ dài dài, rất yêuuuuu",0,0,0,5,0,0
"Quán kem được nhiều sự quan tâm của tất cả mọi lứa tuổi đặc biệt là học sinh sinh viên, bởi vì kem ngon mà giá rẻ thì không cách nào không có khách... tầm khoảng 6h đến 9h là quán rất đông khách và mỗi lần tới phải đợi để có bàn đặc biệt là cuối tuần... quán có rất nhiều món ăn vặt như cá viên chiên, bánh tráng trộn, trứng cút sốt me... kem các loại như kem kí, kem trộn, kem chiên... giá thành thì bao rẻ luôn nha... sẽ quay lại quán nhiều lần hơn nữa... vì cũng gần nhà...",0,0,0,5,0,0
Giá service khá hợp lý,0,3,0,0,0,0
"Nhân viên ở quầy thanh toán rất chán, khách cần thêm thông tin về món hàng thì thái độ rất khó chịu mặc dù khách hàng đã hỏi một cách rất nhẹ nhàng và lịch sự. Mặt nhân viên muốn quát vào mặt khách, mặt rất cau có. Nhân viên tên: Lê Thị Thuận ở quầy thanh toán
",0,0,0,0,0,2
"5 con ghẹ 3 con tươi ăn cực ngon, vỏ màu nhạt nhạt, 2 con màu sẫm có vẻ ghẹ chết ko ăn được, 300k/ 1kg ghẹ",0,0,0,3,0,0
"Lại có dịp ghé tuyến đường Ngọc Hân Công Chúa để thoả sự thèm ốc của mình. Thấy foody review quán ốc Hảo Hảo ổn, nên mình ghé ăn thử. Thường thì mình thích ăn quán nào quen thôi, mà hôm nay thử ghé xem sao. Quán ốc này cô chủ quán khá nhiệt tình, đi ngang qua là kêu lại liền, để xe rồi có người dắt. Quán cũng có khá đầy đủ món, tới gọi món là bưng ra liền. Quán bỏ gia vị cho ốc khá đậm đà, mình thích như vậy, vì đậm đà của nước ốc ăn rồi húp cực thích. Nhưng món gỏi xoài của quán không thíh lắm, quán dùng xoài chính quá làm cho gỏi mình ăn bị sàu xuống, không thấy ngon.",0,0,0,3,0,0
Xe buýt nước trình bày quan điểm của thành phố HCM và một số quận ngoại thành từ sông với giao thông ra ngoài.,0,0,0,0,4,0
Đi xe vào khá xa. May là có dân địa phương dẫn. Ngồi thuyền chống ra đến khu suối Hầm Hô. Khi vào thì mình lại đi bộ. Cảnh quang khá độc đáo với đá to từng tảng rải khắp con suối rộng. Nước suối trong vắt và được phép tắm. Nhiều nam du khách đã tắm thỏa thích vì không khí khá nóng bức nơi đây. Đây là nơi phải đến khi ghé thăm Bình Định vì nét độc đáo hết sức đặc trưng của nó.,0,0,0,0,0,0
"Bán đồ hải sản khá tươi, quần áo, thức ăn giá phải chăng.",0,0,0,0,0,5
Phòng mình bố trí bồn rửa mặt ngay cửa ra vào rất dễ va chạm mấy thứ đĩa đựng đồ nho nhỏ. Mà vỡ cái đĩa sứ nhỏ xíu đền 80k. Quá đắt,0,2,0,0,0,0
"Phòng có giường lớn, êm đẹp, sạch sẽ,... Lễ tân is the best. Buffet ngon, thanh đạm. Không gian sảnh sang chảnh tha hồ check in. Cảm ơn Phương Linh đã giúp tụi mình tìm 1 căn phòng vừa ý. Nếu có dịp mình sẽ chọn căn Pano.",0,5,0,0,0,0
Hơi xa khu trung tâm 1 chút.,0,4,0,0,0,0
"Không gian và cách bài trí quán cũng okie, hợp với mọi thực khách khi tới quán nghỉ ngơi thư giãn... mình tới quán lần đầu tiên nên nghĩ quán sẽ giống các quán khác... nhưng mình thấy quán có nhiều cái đặc trưng riêng, mình gọi 1 ly trà vs 1 lớp kem mặn ở trên, uống rất ngon và không bị ngáy... giá cả thì bình dân, chị chủ rất dễ thương và rất chiều khách... quán đang có xu hương mở rộng thêm không gian nên các bạn yên tâm sẽ không phải chờ đợi và ràng buộc bởi 1 không gian eo hẹp... hihi",0,0,0,5,0,0
"Phòng sạch sẽ, vị trí trung tâm rất gần biển,đầy đủ những vật dụng cần thiết và mấy chị nhân viên ở đây cực dễ thương .. mình sẽ quay lại vào dịp sau !!",0,5,0,0,0,0
"THANH XUÂN ĐẸP NHẤT LÀ ĐƯỢC DU LỊCH CÙNG BẠN THÂN🌼 Phú Yên - Quy Nhơn mùa này đẹp lắm. Mình vừa cùng cô bạn thân thuê xe máy tại đây và vi vu khắp các địa điểm du lịch. Cảm ơn vì đã cho tụi mình thuê xe mới với giá tốt nhất, giúp chúng mình có những trải nghiệm và chuyến đi thật tuyệt vời",0,0,0,0,5,0
"Có rặn san hô đẹp, Nước biển trong xanh, ngồi thuyền bè thưởng thức đồ biển rất tuyệt, giá ra hòn khô cũng vừa pải với một nơi du lích. Có điều là phòng thay đồ rất ít và ko có nước ngọt tắm lại
",5,0,0,0,0,0
"Quán này không gian mở ngoài trời nên thoáng mát rười rượi, lại sạch sẽ. Mình để ý rất kỹ từ chén bát đến đĩa đều một màu trắng tinh không vương tí bụi, như thế là đã ghi điểm trong mắt mình rồi. Đồ ăn thì thôi rồi luôn, có nguyên 1 bể hải sản tươi sống,mình chỉ cần đến chọn là đầu bếp chế biến mà giá cả thì rất rõ ràng ngay từ đầu.Nhân viên thì dễ thương,hướng dẫn chọn món tận tình luôn. Đồ ăn ra thì vừa nhanh vừa nóng nên cực kỳ ngon, ăn no và đã mà không bị ngấy.",0,0,0,5,0,0
Ít nhất phải nói rằng thực phẩm không có hương vị quá đắt và nhàm chán. Cách trình bày ngớ ngẩn kỳ cục. Thậm chí không thể biết một món ăn được cho là bao gồm những gì cộng với cách chuẩn bị rõ ràng như vậy từ trước. Tránh ra !!!!,0,0,0,1,0,0
"Chị chủ shop nhiệt tình, thân thiện, gói các kiểu quà tặng theo nhiều phong cách tuyệt vời
",0,0,0,0,0,5
"Nhận và giao hàng ổn nhưng thông báo trước 1 ngày không thể đặt trước để trả lại sân bay 😩 nhân viên phục vụ đúng giờ
 và lịch sự, xe chỉ cách lối ra một đoạn ngắn",4,0,0,0,4,0
Quán bánh xèo tôm nhảy này mình thấy có rau sạch mà các quán bình dân khác không có mà ngồi ăn phòng lạnh nữa chứ. Giá cả bình dân từ 15k đến 25k thui mà nhìn quán sang chảnh lắm. Ai đi du lịch quy nhơn hay chưa ăn thì dùng thử quán này nhé.Có cả bánh căn nữa. Mình là mình kết quán này nhất á.,0,0,0,5,0,0
"Đa dạng dịch vụ, nhân viên Co.opmart nhiệt tình và hàng hóa phong phú.
",0,0,0,0,0,5
"Vị trí trung tâm. Ẩm thực phong phú , phòng có ban công trực diện biển, đẹp nhân viên dễ thương, nhà hàng trên tầng 18 rất chill có dịp sẽ quay lại.
Rất hài lòng khi lưu trú tại đây
Sẽ giới thiệu bạn bè đến nơi này",0,5,0,5,0,0
"Mình là khách hàng thân thiện lẫn thân thuộc ở đây :))) nói chung mình hài lòng về Lotteria. Sẽ ủng hộ dài dài. Mong mấy bạn cũng đến ủng hộ và ăn thử cho biết nhé. Gà ở đây rất ngon, giá hơi cao một tí so với mấy quán khác nhưng đáng tiền lắm ạ ! Gà không bị bở cũng không giống gà kfc hay jolibe nha. Tuyệt ! 👍 .",0,0,0,5,0,0
Thái độ nhân viên quá tệ,0,2,0,0,0,0
"Mỗi dịp hè là lại ghé đến quán thường xuyên hơn. Giá cả tương đối rẻ. Còn về phần kem thì mình thấy hên xui hà, có lúc kem ngon, có lúc kem dở tệ. Mình thích kem trộn ở đây, ngon mà thiệt ra chắc chỉ có Quy Nhơn mới có món kem này thôi chứ mình hỏi ra chả ai biết món này cả,họ toàn nghĩ kem trộn thoa mặt không hà.",0,0,0,4,0,0
"Nước dở , nhân viên phục quá kém, Khách hàng phản ảnh vì phải uống ly nhựa thì bắt khách phải chịu trả lời bướng thay vì hoà nhã. Mình uống ly cooktail giá 100k cho lần đầu và  lan2 2 ly yaout đúng kiểu lề đường. Đi 2 lần bể mộng check in. Chắc chắn sẽ ko bao jo quay lại đây lần nào nữa.",0,0,0,1,0,0
"Đi uống trà sữa với cô bạn,có hai ly trà sữa mà chụp muốn nát cái quán. Không gian quán rất thích hợp để check in, địa điểm nào sống ảo cũng ok cả rất thoải mái. Quán có 3 tầng nhìn xuống là thấy đường phố, nếu muốn giết thời gian thì đây là địa điểm không tồi. Kêu một ly trà sữa rồi ngồi nhìn dòng người đi qua. Giá cả cũng sinh viên nên đông khách ghê, toàn mấy bạn học sinh với sinh viên thôi. Nước uống nhiều loại, chung quy cũng ngon và rẻ, như thế là được rồi.",0,0,0,5,0,0
"Phòng sạch sẽ, trả phòng rồi vẫn được sử dụng dịch vụ của khách sạn như hồ bơi, phòng thay đồ, WC.",0,0,0,0,5,0
"Nhà hàng toát lên vẻ đẹp mộc mạc của châu Âu, đặc biệt là trong những tháng lạnh hơn. Thức ăn được lấy cảm hứng từ Pháp với sự biến tấu địa phương của Việt Nam. Nhưng việc lạm dụng bột ngọt trong bữa ăn khiến chúng tôi rất đau đầu và cho rằng chúng tôi sẽ không bao giờ đặt chân đến nhà hàng này nữa. Đồ ăn và dịch vụ ở Duong tốt hơn rất nhiều.",0,0,2,2,0,0
"Đến Bình Định khi trời đã giữa trưa. Cả nhóm đói quá không biết ăn gì. Thế là lên mạng và thấy quá này. Gọi điện cho cô chủ quán thì biết quán đã đóng cửa từ sớm nhưng khi biết bọn mình là du khách từ xa đến thì cô sẵn sàng đón tiếp và sẽ đi mua bánh về bán cho bọn mình. Thật sự rất đáng mến, tất cả vì khách hàng, phục vụ nhiệt tình, thức ăn lại ngon nữa. Cô chủ quán thì cực dễ thương và thân thiện. Lần sau chắc chắn cũng sẽ đến ủng hộ cô.",0,0,0,5,0,0
Bãi cát đẹp long lanh lung linh luôn. Nhiều booth khu vực sống ảo dành cho team tiktok với fbooker như mình nha. Làm chục shot hình cháy máy luôn. Nước biển trong veo nhìn thấy bàn chân luôn nha mọi người. Khu vực nhà hàng giá cả hợp lý. Ko chèo kéo khách. Khu vực vệ sinh & tắm nước ngọt sạch sẽ miễn phí. Lều chòi giá cả phải chăng ko chém khách du lịch. Mình đi ca nô trọn gói 270/người nên ko mất phí gì thêm nhé cả nhà,0,5,0,0,0,0
"Không gian ngoài trời thoải mái và view đẹp, thiết kế sang trọng. Rất tuyệt. Không gian trang trí nhẹ nhàng và thoáng mát, làm cho mình cảm giác thư giãn và dễ dàng nói chuyện với bạn bè tôi. Đó là một nơi tuyệt vời để thư giãn với bạn tôi và thưởng thức âm nhạc , thư giãn tuyệt vời với ngắm cảnh Sài Gòn xinh đẹp!Món uống Cocktail trông rất ngon, nhân viên phục vụ rất dễ thương, nhiệt tình. lần sau chúng tôi đến đây lần nữa.",4,0,0,4,0,0
"Địa điểm thú vị, nhiều góc chụp ảnh đẹp.
Đồ ăn ngon, phục vụ nhiệt tình
Coffe cũng siêu ngon.
Vé vào cửa chỉ 40.000đ
Nhân viên thân thiện",4,0,0,4,0,0
Không có bản hiệu nhưng mắm ngon. Làm lâu năm kiểu truyền thống.,0,0,4,0,0,0
Khách đông nên ko kịp dọn phòng,0,4,0,0,0,0
"Để có một chiếc taxi phức tạp, tôi đã tận dụng dịch vụ của họ đến và đi từ sân bay và có thể nói thẳng thắn rằng đó là dịch vụ chuyên nghiệp nhất 
mà tôi gặp phải.",0,0,0,0,4,0
"Chổ gửi xe máy bất tiện vì nhỏ và 3 khách sạn dùng chung, lấy xe để trong phải tự lấy, mất nón nếu để ngoài không cất trong cốp.",0,3,0,0,0,0
"Phòng gần trung tâm thành phố, thuận tiện cho việc duy chuyển.",0,4,0,0,0,0
"Nhiều khách du lịch mà 1 số đồ ít quá, không đủ để bán. Giá hơi cao",0,0,0,0,0,4
"Quán chuyên bán các loại hản sản như ốc các loại, sò , nghêu, xìa, vẹm xanh, hàu, tôm, ghẹ hấp, nướng. Ngoài ra còn có bán cả trứng tan, nem nướng, chả ram, kem plan, rượu nếp, bia rượu và nước giải khát các loại. Không gian hơi nhỏ và khá ít bàn ghế , nhìn sơ qua không mấy ưng ý cho lắm . Giá cả ở đây nói chung là cao hơn so với mặt bằng chung. Giá tầm 15k- 30k, một số món theo thời giá. Ốc trộn không ngon cho lắm . Càng cúm núm 40k một phần ngon nhưng hơi ít .",0,0,0,3,0,0
Tiện nghi tốt và đầy đủ,0,4,0,0,0,0
"Mua được bể cá cực xinh của shop. Các bạn nhân viên ở đây cực nhiệt tình và dễ thương. Tư vấn hết nấc mặc dù mình hỏi lòng vòng cả tiếng mới mua.
Vậy mà vẫn có người vote 1* cho nhân viên, thiệt tội cho các bạn ý. Có thể lúc đó bạn ý đang phải trả lời khách online, chứ mình vào các bạn nhân viên nhiệt tình lắm!",0,0,0,0,0,5
"Đồ ăn mặn, ra món chậm, có người ăn xong rồi mà người kia vẫn chưa có đồ ăn, nhân viên thiếu nhiệt tình trong quá trình phục vụ",1,0,0,1,0,0
"Quà của shop rất đẹp , gói quà đẹp , nhân viên tư vấn nhiệt tình  giao hàng nhanh . Sẽ ủng hộ shop lâu dài.
",0,0,0,0,0,5
"Một trung tâm mua sắm địa phương, có thể là trung tâm lớn nhất! Dễ dàng tìm thấy hầu hết mọi thứ và đối với khách du lịch, bạn có thể bổ sung một số phụ kiện và bánh răng du lịch còn thiếu tại đây! ",0,0,0,0,0,5
"Tôi thích không khí ở quán cà phê này lúc đầu. Thức ăn và cà phê rất tầm thường. Tôi đã đề cập nơi này có cầu thang lên và xuống không? Rộng rãi! Tôi đến để ngồi ở một địa điểm bốn chỗ vì tôi có rất nhiều đồ với tôi và nó không đông đúc chút nào. Người phục vụ đến gặp tôi và nói rằng tôi không thể ngồi đó vì ở đó tôi chỉ có một mình và không có bốn người trong bữa tiệc của tôi. Tôi nhìn sang và rõ ràng có một anh chàng đang ngồi một mình trên chiếc xe bốn chỗ và anh ta không được yêu cầu rời đi. Tôi cảm thấy rằng tôi đã bị đối xử bất công. Tôi quyết định sử dụng chỗ ngồi trên lầu và không có ai xung quanh. Tôi đã không đánh giá cao dịch vụ của người phục vụ đó, điều đó đã làm hỏng ấn tượng đầu tiên của tôi về nơi này. Ngoài ra, những nhân viên còn lại cũng không khá chú ý xem bạn muốn thêm đồ uống hay thêm đồ ăn. Không ai đến xung quanh khi đến lúc thanh toán hóa đơn của tôi. Đáng buồn thay, đây sẽ là chuyến đi đầu tiên và cũng là cuối cùng của tôi đến quán cà phê M2C.",0,0,0,2,0,0
hệ thống nhà vệ sinh hơi có mùi! còn mọi thứ khác rất tốt!,0,3,0,0,0,0
"Quán sạch sẽ, đồ ăn tươi, phong cách phục vụ nhân viên tốt.",0,0,0,5,0,0
"Muôn màu muôn vẻ, giá thành sản phẩm Cao, nên cần phải có kinh nghiệp trả giá để mua được sản phẩm tốt",0,0,0,0,0,3
"Chưa bao giờ review vì lười mà phải review hãng xe này, phải nói là tệ hại nhất từ trước tới chừ từng đi, vé xe thì đắt, trả về đà nẵng thì thả cách trung tâm gần 15km, xe thì nhận rất nhiều hàng hoá, trên đường dừng rất nhiều lần, ngủ ko nổi, đã vậy mình gửi xe máy thì xuống xe do quá nhiều hành lý bận tìm chìa khoá nên mình ko để ý là chưa gắn gương, cx ko thèm gắn cho khách, vãiiii, 1 lần và mãi mãi ko bao h đi lại hãng nàyy! 🤬🤬🤬🤬🤬🤬🤬",0,0,0,0,1,0
Không gian hơi hẹp nhưng đồ ăn bao ngon. Mình đi 2 người gọi 4 món mà ăn k nổi luôn :))))),0,0,0,4,0,0
"Cửa hàng cần quản lý lại nhân viên và cách phục vụ. Khi đưa lại thẻ cho khách phải đưa luôn bill và số bàn đầy đủ, không đưa 2-3 lần.",0,0,0,2,0,0
